"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
consent_wcm_p6_mit,bridge2ai_econsent_addendum_mit_researcher_stateme,,descriptive,,,,,,,,,,,,,,
consent_wcm_rs_signature_mit,bridge2ai_econsent_addendum_mit_researcher_stateme,,file,"Signature of Person Obtaining Informed Consent",,,signature,,,,,y,,,,,
consent_wcm_rs_name_mit,bridge2ai_econsent_addendum_mit_researcher_stateme,,text,"Printed Name of Person Obtaining Informed Consent",,,,,,,,y,,,,,
consent_wcm_rs_date_mit,bridge2ai_econsent_addendum_mit_researcher_stateme,,text,Date,,,date_ymd,,,,,y,,,,,
upload_addendums_mit,bridge2ai_econsent_combined_pdf_addendum_mit,,file,"Combined PDF-WCM English Addendum",,,,,,,,,,,,,
consent_bch_p1,bridge2ai_econsent_addendum_bch_english,,descriptive,,,,,,,,,,,,,,
consent_bch_p2,bridge2ai_econsent_addendum_bch_english,,descriptive,,,,,,,,,,,,,,
consent_bch_p3,bridge2ai_econsent_addendum_bch_english,,descriptive,,,,,,,,,,,,,,
consent_bch_p4,bridge2ai_econsent_addendum_bch_english,,descriptive,,,,,,,,,,,,,,
consent_bch_statement,bridge2ai_econsent_addendum_bch_english,,descriptive,"<div class=""rich-text-field-label""><p>RESEARCH PARTICIPANT: On the checklist below, please indicate if you would permit the researchers to store and/or share your voice, speech, and respiratory sound data, demographic data, previously completed imaging data, and survey and/or validated questionnaire answers for future research.<br /><span style=""font-weight: normal;"">We will use and share your information only as described in this form; however, people outside WCM who receive your information may not be covered by this promise or by the federal Privacy Rule. We try to make sure that everyone who needs to see your information keeps it confidential - but we cannot guarantee that your information will not be re-disclosed.</span><br /><span style=""font-weight: normal;"">By checking ""Yes"" and signing this consent form, you agree to give your data and Protected Health Information to Weill Cornell Medicine for research purposes.</span></p></div>",,,,,,,,,,,,," @READONLY-FORM"
consent_wcm_permission_1_bch,bridge2ai_econsent_addendum_bch_english,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;""><strong>YES, </strong>I give permission for my voice, speech, and respiratory sound data, demographic data, previously completed imaging data, and survey and/or validated questionnaire<i> </i>answers<strong><i> </i></strong>to be stored for future unspecified research by the researchers of this study. I understand that the data and/or samples will be stored for at least 50<strong><i> </i></strong>years and will be destroyed after the research is completed.</span></p></div>",,,,,,,,y,,,,,
consent_wcm_permission_2_bch,bridge2ai_econsent_addendum_bch_english,,yesno,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;""><strong>YES</strong>, I give permission for my voice, speech, and respiratory sound data, demographic data, previously completed imaging data, and survey and/or validated questionnaire<i> </i>answers to be <strong>shared </strong>with other qualified <strong>researchers</strong> for future research.</span></p></div>",,,,,,,,y,,,,,
consent_wcm_statement_2_bch,bridge2ai_econsent_addendum_bch_english,,descriptive,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal;"">By signing this consent form, you agree to give these voice, speech, and respiratory sound data, demographic data, previously completed imaging data, and survey and/or validated questionnaire answers to Weill Cornell Medicine for future research.</span><br /><span style=""font-weight: normal;"">If you withdraw consent at a future time, we will be unable to destroy your collected voice, speech, and respiratory sound data, demographic data, previously completed imaging data, and survey and/or validated questionnaire answers, as there will be no way to link the data to you.</span></p></div>",,,,,,,,,,,,," @READONLY-FORM"
consent_wcm_signature_bch,bridge2ai_econsent_addendum_bch_english,,file,"Signature of Person Taking Part in Study 
[Authorization]",,,signature,,,,,y,,,,," @READONLY-FORM"
consent_wcm_name_bch,bridge2ai_econsent_addendum_bch_english,,text,"Printed Name of Person Taking Part in Study",,,,,,,,y,,,,," @READONLY-FORM"
consent_wcm_date_bch,bridge2ai_econsent_addendum_bch_english,,text,,,,date_ymd,,,,,y,,,,," @READONLY-FORM"
diagnosis_vfp_gsd,diagnosis_voice_disorders_vocal_fold_paralysis,"1. Gold Standard Diagnosis",radio,"Does the patient have VFP confirmed by laryngoscopy/stroboscopy?","0, No | 1, Yes | 2, Not certain",,,,,,,y,,,,,
diagnosis_vfp_ds,diagnosis_voice_disorders_vocal_fold_paralysis,"2. Disease Subtype",radio,"Which side is the paralysis?","1, Left | 2, Right",,,,,,,y,,,,,
diagnosis_vfp_etiology,diagnosis_voice_disorders_vocal_fold_paralysis,"3. Etiology",radio,"What is the etiology?","1, Idiopathic | 2, Iatrogenic (surgery/intubation) | 3, Tumor invading RLN | 4, Radiation",,,,,,,y,,,,,
diagnosis_vfp_iatrogenic,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,"Iatrogenic (surgery/intubation) subcategory","1, Thyroidectomy | 2, ACDF | 3, Lung surgery | 4, Heart Surgery | 5, Intubation | 6, Brain Surgery",,,,,,"[diagnosis_vfp_etiology] = 2",y,,,,,
diagnosis_vfp_tumor,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,"Tumor invading RLN - Subcategory","1, Brain | 2, Chest | 3, Neck",,,,,,"[diagnosis_vfp_etiology] = 3",y,,,,,
diagnosis_vfp_dse,diagnosis_voice_disorders_vocal_fold_paralysis,"4. Disease Severity",radio,"Degree of Glottic Gap","1, Small | 2, Moderate | 3, Large",,,,,,,y,,,,,
diagnosis_vfp_degree_text,diagnosis_voice_disorders_vocal_fold_paralysis,,descriptive,"Degree of dysphonia

CAPE-V scale",,,,,,,,,,,,,
diagnosis_vfp_degree_legend,diagnosis_voice_disorders_vocal_fold_paralysis,,descriptive,"<div class=""rich-text-field-label""><table style=""border-collapse: collapse; width: 100%;"" border=""1""> <tbody> <tr> <td style=""width: 98.3993%;""> <p>Legend: <span style=""font-weight: normal;"">C- Sonsistent I = Intermittent<br /></span><span style=""font-weight: normal;"">                MI = Mildly Deviant<br /></span><span style=""font-weight: normal;"">                MO = Moderately Deviant<br /></span><span style=""font-weight: normal;"">                SE = Severely Deviant</span></p> </td> </tr> </tbody> </table></div>",,,,,,,,,,,,,
diagnosis_degree_os,diagnosis_voice_disorders_vocal_fold_paralysis,,slider,"Overall Severity","MI | MO | SE",,number,,,,,y,RH,,,,
diagnosis_degree_os_2,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,"Overall Severity","1, Consistent | 2, Intermittent",,,,,,,y,RH,,,,
diagnosis_degree_r,diagnosis_voice_disorders_vocal_fold_paralysis,,slider,Roughness,"MI | MO | SE",,number,,,,,y,RH,,,,
diagnosis_degree_r_2,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,Roughness,"1, Consistent | 2, Intermittent",,,,,,,y,RH,,,,
diagnosis_degree_b,diagnosis_voice_disorders_vocal_fold_paralysis,,slider,Breathiness,"MI | MO | SE",,number,,,,,y,RH,,,,
diagnosis_degree_b_2,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,Breathiness,"1, Consistent | 2, Intermittent",,,,,,,y,RH,,,,
diagnosis_degree_s,diagnosis_voice_disorders_vocal_fold_paralysis,,slider,Strain,"MI | MO | SE",,number,,,,,y,RH,,,,
diagnosis_degree_s_2,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,Strain,"1, Consistent | 2, Intermittent",,,,,,,y,RH,,,,
diagnosis_degree_p_nature,diagnosis_voice_disorders_vocal_fold_paralysis,,text,"Pitch
(Indicate the nature of the abnormality):",,,,,,,,y,RH,,,,
diagnosis_degree_p,diagnosis_voice_disorders_vocal_fold_paralysis,,slider,Pitch,"MI | MO | SE",,number,,,,,y,RH,,,,
diagnosis_degree_p_2,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,Pitch,"1, Consistent | 2, Intermittent",,,,,,,y,RH,,,,
diagnosis_degree_l_nature,diagnosis_voice_disorders_vocal_fold_paralysis,,text,"Loudness
(Indicate the nature of the abnormality):",,,,,,,,y,RH,,,,
diagnosis_degree_l,diagnosis_voice_disorders_vocal_fold_paralysis,,slider,Loudness,"MI | MO | SE",,number,,,,,y,RH,,,,
diagnosis_degree_l_2,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,Loudness,"1, Consistent | 2, Intermittent",,,,,,,y,RH,,,,
diagnosis_degree_comments,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,"Comments about resonance","1, Normal | 2, Other",,,,,,,y,RH,,,,
diagnosis_degree_comments_other,diagnosis_voice_disorders_vocal_fold_paralysis,,text,"Please specify",,,,,,,"[diagnosis_degree_comments] = 2",,RH,,,,
diagnosis_degree_comments_other_2,diagnosis_voice_disorders_vocal_fold_paralysis,,text,"Additional Features
(for example, diplophonia, fry, falsetto, asthenia, aphonia, pitch instability, tremor, wet/gurgly, or other relevant terms):",,,,,,,,,RH,,,,
diagnosis_vfp_treatment,diagnosis_voice_disorders_vocal_fold_paralysis,"5. Treatment obtained",radio,"Has the patient undergone any treatment for his condition?","1, Surgery | 2, Speech therapy | 3, No treatment",,,,,,,y,,,,,
diagnosis_vfp_treatment_surgery,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,"Surgery - Subcategory","1, Thyroplasty | 2, Vocal fold injection augmentation",,,,,,"[diagnosis_vfp_treatment] = 1",,,,,,
diagnosis_vfp_treatment_surgery_thyroplasty,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,"Thyroplasty - Subcategory","1, Goretex | 2, Silastic",,,,,,"[diagnosis_vfp_treatment_surgery] = 1",y,,,,,
diagnosis_vfp_treatment_surgery_vfia,diagnosis_voice_disorders_vocal_fold_paralysis,,radio,"Vocal fold injection augmentation - Subcategory","1, Caha | 2, Gel | 3, Hyaluronic Acid augmentation | 4, Fat injection",,,,,,"[diagnosis_vfp_treatment_surgery] = 2",y,,,,,
diagnosis_bipolar_gsd,diagnosis_mood_disorders_bipolar_disorder,"1. Gold Standard Diagnosis",radio,Diagnosis,"bipolar_1, Bipolar I disorder | bipolar_2, Bipolar II disorder | cyclothymia, Cyclothymic disorder (cyclothymia) | other, Other specified and unspecified bipolar and related disorders",,,,,,,y,,,,,
diagnosis_bipolar_gsd_interview,diagnosis_mood_disorders_bipolar_disorder,,yesno,"Was a structured clinical interview done?",,,,,,,,y,,,,,
diagnosis_bipolar_gsd_oqu,diagnosis_mood_disorders_bipolar_disorder,,yesno,"Was an objective questionnaire used?",,,,,,,,y,,,,,
diagnosis_bipolar_gsd_oquw,diagnosis_mood_disorders_bipolar_disorder,,radio,"Which objective questionnaire was used?","phq9, Patient Health Questionnaire (PHQ-9) | hamD, HAM-D | bdi, Beck Depression Inventory (BDI) | other, Other",,,,,,"[diagnosis_bipolar_gsd_oqu]=""1""",y,,,,,
diagnosis_bipolar_gsd_oqu_other,diagnosis_mood_disorders_bipolar_disorder,,text,"Please specify",,,,,,,"[diagnosis_bipolar_gsd_oquw]=""other""",y,,,,,
diagnosis_bipolar_active_problems,diagnosis_mood_disorders_bipolar_disorder,"2. Medical and Psychiatric comorbidities",text,"Enter list of active problems",,,,,,,,y,,,,,
diagnosis_bipolar_history_problems,diagnosis_mood_disorders_bipolar_disorder,,text,"Enter any history of problems",,,,,,,,,,,,,
diagnosis_bipolar_subtype_active,diagnosis_mood_disorders_bipolar_disorder,"3. Disease Subtype",radio,"Disease Subtype","active, Active | recurrent, Recurrent",,,,,,,y,,,,,
diagnosis_bipolar_psychotic,diagnosis_mood_disorders_bipolar_disorder,,radio,"Psychotic Symptoms","with, With | without, Without",,,,,,,y,,,,,
diagnosis_bipolar_etiology,diagnosis_mood_disorders_bipolar_disorder,"4. Etiology",text,"Describe life events that may relate to the diagnosis",,,,,,,,y,,,,,
diagnosis_bipolar_severity,diagnosis_mood_disorders_bipolar_disorder,"5. Disease Severity",radio,"Disease Severity","mild, Mild | moderate, Moderate | severe, Severe",,,,,,,y,,,,,
diagnosis_bipolar_current_med_therapies,diagnosis_mood_disorders_bipolar_disorder,"6. Treatment obtained",text,"List any current medications/therapies",,,,,,,,,,,,,
diagnosis_bipolar_former_med_therapies,diagnosis_mood_disorders_bipolar_disorder,,text,"List any former medications/therapies",,,,,,,,,,,,,
diagnosis_depression_gsd,diagnosis_mood_disorders_depression_or_major_depre,"1. Gold Standard Diagnosis",radio,Diagnosis,"clinical_depression, Clinical depression (major depressive disorder) | pdd, Persistent depressive disorder (PDD) | dmdd, Disruptive mood dysregulation disorder (DMDD) | pmdd, Premenstrual dysphoric disorder (PMDD) | other, Depressive disorder due to another medical condition",,,,,,,y,,,,,
diagnosis_depression_clinical_subcategory,diagnosis_mood_disorders_depression_or_major_depre,,radio,"Clinical depression (major depressive disorder) Subcategory","seasonal_depression, Seasonal affective disorder (seasonal depression) | prenatal_postpartum_depression, Prenatal depression and postpartum depression | atypical_depression, Atypical depression",,,,,,"[diagnosis_depression_gsd] = ""clinical_depression""",y,,,,,
diagnosis_depression_gsd_interview,diagnosis_mood_disorders_depression_or_major_depre,,yesno,"Was a structured clinical interview done?",,,,,,,,y,,,,,
diagnosis_depression_gsd_oqu,diagnosis_mood_disorders_depression_or_major_depre,,yesno,"Was an objective questionnaire used?",,,,,,,,y,,,,,
diagnosis_depression_gsd_oquw,diagnosis_mood_disorders_depression_or_major_depre,,radio,"Which objective questionnaire was used?","phq9, Patient Health Questionnaire (PHQ-9) | hamD, HAM-D | bdi, Beck Depression Inventory (BDI) | other, Other",,,,,,"[diagnosis_depression_gsd_oqu]=""1""",y,,,,,
diagnosis_depression_gsd_oqu_other,diagnosis_mood_disorders_depression_or_major_depre,,text,"Please specify",,,,,,,"[diagnosis_depression_gsd_oquw]=""other""",y,,,,,
diagnosis_bipolar_active_problems_depression,diagnosis_mood_disorders_depression_or_major_depre,"2.	Medical and Psychiatric comorbidities",text,"Enter list of active problems",,,,,,,,y,,,,,
diagnosis_bipolar_history_problems_depression,diagnosis_mood_disorders_depression_or_major_depre,,text,"Enter any history of problems",,,,,,,,,,,,,
diagnosis_bipolar_subtype_active_depression,diagnosis_mood_disorders_depression_or_major_depre,"3.	Disease Subtype",radio,"Disease Subtype","active, Active | recurrent, Recurrent",,,,,,,y,,,,,
diagnosis_bipolar_psychotic_depression,diagnosis_mood_disorders_depression_or_major_depre,,radio,"Psychotic Symptoms","with, With | without, Without",,,,,,,y,,,,,
diagnosis_bipolar_etiology_depression,diagnosis_mood_disorders_depression_or_major_depre,"4.	Etiology",text,"Describe life events that may relate to the diagnosis",,,,,,,,y,,,,,
diagnosis_bipolar_severity_depression,diagnosis_mood_disorders_depression_or_major_depre,"5.	Disease Severity",radio,"Disease Severity","mild, Mild | moderate, Moderate | severe, Severe",,,,,,,y,,,,,
diagnosis_bipolar_current_med_therapies_depression,diagnosis_mood_disorders_depression_or_major_depre,"6.	Treatment obtained",text,"List any current medications/therapies",,,,,,,,,,,,,
diagnosis_bipolar_former_med_therapies_depression,diagnosis_mood_disorders_depression_or_major_depre,,text,"List any former medications/therapies",,,,,,,,,,,,,
diagnosis_as_pft,diagnosis_respiratory_disorders_airway_stenosis,"1. Gold Standard Diagnosis",radio,"Has the patient had pulmonary function testing within the past 3 months?","no, No | yes, Yes | notCertain, Not certain",,,,,,,y,,,,,
diagnosis_as_pft_document,diagnosis_respiratory_disorders_airway_stenosis,,file,"Please upload the PFT document",,,,,,,"[diagnosis_as_pft] = ""yes""",,,,,,
diagnosis_as_gsd,diagnosis_respiratory_disorders_airway_stenosis,,radio,"Does the patient have airway stenosis confirmed by a laryngoscopy/bronchoscopy or CT imaging?","no, No | yes, Yes | notCertain, Not certain",,,,,,,y,,,,,
